,id,retweet_count,favorite_count
759,778286810187399168,3581,11037
760,781308096455073793,2768,7568
761,775364825476165632,3224,7871
762,779124354206535695,19990,0
763,773985732834758656,4194,11376
764,773336787167145985,5510,0
765,781955203444699136,3660,11821
766,778396591732486144,13290,0
767,780543529827336192,1879,6702
768,779123168116150273,3960,12538
769,775729183532220416,4952,13703
770,783391753726550016,5989,17948
771,775842724423557120,2895,12428
772,775350846108426240,4228,10763
773,781251288990355457,2285,8968
774,778027034220126208,1760,6954
775,784183165795655680,8787,21423
776,783821107061198850,2130,7826
777,782305867769217024,6064,17724
778,778039087836069888,2855,8993
779,780459368902959104,1162,5620
780,774314403806253056,6033,23071
781,780601303617732608,3623,12844
782,773547596996571136,6675,23414
783,772826264096874500,2526,8462
784,783466772167098368,2454,8993
785,776113305656188928,4717,12453
786,780858289093574656,2179,7655
787,768970937022709760,7064,15243
788,759943073749200896,2250,6256
789,772102971039580160,1003,4240
790,759447681597108224,2631,8946
791,772193107915964416,1497,6366
792,764857477905154048,1906,6787
793,763837565564780549,4493,13303
794,760290219849637889,12361,28317
795,770772759874076672,1527,5486
796,771500966810099713,2840,8764
797,766793450729734144,1465,5357
798,767122157629476866,3069,10708
799,759159934323924993,1246,0
800,768609597686943744,1306,4348
801,768855141948723200,959,4435
802,766069199026450432,925,4514
803,772581559778025472,1823,6858
804,766423258543644672,1721,6359
805,759446261539934208,521,1761
806,762464539388485633,4516,10885
807,768554158521745409,6287,0
808,759566828574212096,22702,0
809,761599872357261312,1266,4356
810,770093767776997377,3277,0
811,760190180481531904,1944,6004
812,765669560888528897,1314,5486
813,772615324260794368,3648,0
814,765222098633691136,3648,12274
815,772117678702071809,796,3978
816,760656994973933572,2073,6966
817,759923798737051648,6091,15470
818,758828659922702336,4116,11765
819,770069151037685760,2486,8023
820,771770456517009408,3668,12697
821,763103485927849985,2458,7769
822,767754930266464257,5800,16931
823,761976711479193600,2177,5695
824,771136648247640064,3173,9710
825,767884188863397888,1514,5020
826,761672994376806400,31253,52339
827,766078092750233600,2805,0
828,760521673607086080,1504,4460
829,762035686371364864,16807,33766
830,761227390836215808,1674,5602
831,760641137271070720,1388,5225
832,761750502866649088,4233,0
833,768909767477751808,2913,0
834,769695466921623552,1787,6751
835,761745352076779520,924,4482
836,759047813560868866,2175,6854
837,771014301343748096,1790,7274
838,772152991789019136,1210,4001
839,760539183865880579,3904,7993
840,766714921925144576,419,2756
841,766693177336135680,851,4252
842,766313316352462849,2029,7170
843,764259802650378240,1633,6386
844,763183847194451968,1583,5700
845,771908950375665664,2049,6966
846,766864461642756096,6091,0
847,761334018830917632,1562,5484
848,767500508068192258,2518,7896
849,770787852854652928,1316,5235
850,772114945936949249,511,2876
851,763167063695355904,3249,0
852,762471784394268675,6974,11902
853,760153949710192640,34,0
854,768473857036525572,3701,14412
855,770414278348247044,2232,6657
856,768193404517830656,3824,11530
857,765719909049503744,2314,7649
858,759846353224826880,2131,7075
859,761004547850530816,3735,11934
860,759557299618865152,1263,4951
861,762316489655476224,1212,5084
862,771171053431250945,8170,0
863,769335591808995329,8293,0
864,769212283578875904,1846,5710
865,759099523532779520,4487,15309
866,771102124360998913,1554,6604
867,770293558247038976,1607,6600
868,758854675097526272,960,3740
869,760252756032651264,930,4149
870,762699858130116608,3907,12836
871,768596291618299904,1378,5299
872,765371061932261376,2331,7493
873,770655142660169732,1883,7742
874,771380798096281600,5510,11136
875,767191397493538821,4105,12963
876,765395769549590528,3663,27939
877,759197388317847553,2092,6377
878,760893934457552897,1047,4031
879,761292947749015552,1181,4710
880,763956972077010945,58,784
881,771004394259247104,236,0
882,766008592277377025,532,3960
883,761371037149827077,19336,0
884,769940425801170949,10418,33261
885,759793422261743616,2043,6287
886,750071704093859840,3576,8260
887,749317047558017024,2366,5745
888,752334515931054080,1182,4012
889,748692773788876800,1418,4445
890,748705597323898880,1013,2899
891,753039830821511168,22476,39058
892,758355060040593408,1164,3615
893,750381685133418496,30,726
894,748220828303695873,8326,14822
895,751538714308972544,1355,5294
896,754747087846248448,557,2704
897,753420520834629632,3829,8338
898,757597904299253760,314,0
899,751132876104687617,1394,5330
900,751598357617971201,3260,8302
901,756303284449767430,1162,4151
902,748575535303884801,2118,6353
903,753375668877008896,2501,8023
904,748699167502000129,1705,4960
905,752309394570878976,17916,0
906,748337862848962560,4395,8055
907,752932432744185856,7335,13296
908,750506206503038976,1231,4662
909,757354760399941633,1531,4755
910,750101899009982464,903,3187
911,750086836815486976,581,2280
912,750868782890057730,1483,5012
913,750041628174217216,663,3331
914,753026973505581056,1047,4093
915,752660715232722944,1688,4633
916,748977405889503236,3635,11252
917,750117059602808832,1390,4549
918,748932637671223296,2417,6123
919,748568946752774144,716,2285
920,756526248105566208,3876,10939
921,757725642876129280,1304,4779
922,751205363882532864,1963,6622
923,750011400160841729,970,3406
924,754856583969079297,2715,7233
925,758099635764359168,10831,20216
926,749395845976588288,3709,9025
927,755206590534418437,5788,17327
928,752519690950500352,3701,7745
929,751830394383790080,2102,6098
930,750383411068534784,1219,4780
931,748346686624440324,1324,5478
932,758474966123810816,1068,4026
933,758740312047005698,1727,6037
934,754449512966619136,786,3936
935,750719632563142656,5399,13860
936,751793661361422336,3119,6165
937,752173152931807232,1979,6252
938,755955933503782912,3104,7718
939,749403093750648834,581,2756
940,749417653287129088,1778,6396
941,757400162377592832,7348,15943
942,756651752796094464,1405,5328
943,754874841593970688,8593,0
944,753398408988139520,2065,6073
945,756288534030475264,18765,45095
